tweet,replies,retweets,likes,ratio,result
nomad: megalobox 2 & zombieland saga s2 hit different this season what the heck,56,57,1412,0.038121171,1
megalobox ended on toonami last night and we're getting really close to the end of hunter x hunter.... i've had such a great run on the block ever since klk aired. thanks to everyone for continuing to tune in,48,141,1151,0.037151703,1
"just turned on the tv to catch the tail end of #saoalicization, caught the tail end of megalobox... now seeing that we are beginning megalobox again.
i finally did it folks. i think i broke my own reality.
but seriously what'd i miss. lol",24,38,154,0.125,1
"-anf mutualan yuk! currently watch naruto/boruto, kono oto tomare, re-main, horimiya, shikimori, wotakoi, but any fandom are totally fine! i also hype outside anime. dni if you're under 19",26,0,5,5.2,0
"anf! hellooo im trying my luck here to find some peeps to be friends with! im into spyxfamily, jujutsu, furuba, love is war, horimiya, dress up darling, and many more i cant mention them all t___t so if u're interested just leave a trace! <3",14,0,3,4.666666667,0
"and you know what fuck haikyuu, fuck death note, fuck horimiya boring ass show, fuck balance unlimited what else",26,17,3,1.3,0
"horimiya, yona, and act-age in the top 5 is some crazy shit i gotta read some raw and cold shit",16,0,12,1.333333333,0
tlong recomend in anime romance selain horimiya,9,0,0,9,0
i'm starting to watch horimiya again let's go,12,2,40,0.285714286,1
nobar horimiya bareng pacar is another level of happiness~,17,0,6,2.833333333,0
i haven't forgotten that some people grew up thinking inuyasha was a cat-demon and not a dog-demon,13,0,7,1.857142857,0
leaving twt for the night mayb... today was 2 much bruh gnna continue kamisama kiss n kurokos basketball which btw u should all watch,9,0,4,2.25,0
confession i think i prefer maison to vision,42,53,377,0.097674419,1
"maison just said: i prefer the pronoun, ""the"".",308,477,9485,0.030917486,1
imagine unfollowing an account devoted to revolutionary girl utena because it stands in support of justice and rebelling against unfair and abusive power systems,16,129,654,0.020434227,1
"pssst.... hey!
revolutionary girl utena, astro boy, kimba the white lion and more classic titles are ready for you to stream on funimation right now!
let the binge begin!",30,98,469,0.052910053,1
"i've watched cowboy bebop & evangelion & revolutionary girl utena, what are the other good 90s anime",20,1,8,2.222222222,0
im finally watching k-on,145,70,4438,0.03216504,1
"i feel so sorry for k-on fans man, so many weirdos associating with that show",13,4,100,0.125,1
i hate yui from k-on!,25,5,21,0.961538462,1
quem e a bestgirl de k-on,10,0,8,1.25,0
"i watch k-on cuz i like guitars and musical instruments,
you watched k-on for cute girls to look at porn of later
we are very different people.",18,4,36,0.45,1
k-on rewatch calling my name but so are my assignments,15,0,55,0.272727273,1
let kids believe in santa! k-on fans still think they're getting a k-on season 3,12,5,71,0.157894737,1
ok im leaving now all i did was spread ririka kenzaki also ritsu tainaka is the best k-on,2,0,2,1,1
mfs will watch k-on but won't kiss me on the lips,11,4,50,0.203703704,1
just saw the drama about the k-on dude with 10k+ followers and it really reinforces my hatred towards anitwitter higher-ups again,37,25,503,0.070075758,1
*jpf k-on s2 worth to watch gak,22,2,1,7.333333333,0
*jpf drop ur fav song(s) from k-on!,19,0,0,19,0
"someone asked ""when will you watch k-on""
i refuse to be affiliated as a racist or p*dophile
or pay me idk my morals are cheap and corrupt",23,9,184,0.119170984,1
k-on >>>>>>>>>>>>>>>>>>>>>>>>>> love live,94,88,297,0.244155844,1
food wars is the greatest ecchi anime ever created,31,9,113,0.254098361,1
"...food wars
i empiezs. 2 comids x patipolv.
""batid of boniat""
""tortilling of mondong""
sig it.",16,2,32,0.470588235,1
food wars is. not what i expected,25,0,166,0.15060241,1
"weebs assemble
david wants a new anime to watch
he loves food wars and demon slayer, and he liked jujutsu kaisen.
so something along these lines... no hentai type shit tho (food wars level allowed)",20,0,14,1.428571429,0
"hey so uhm mun is having a bad day so if you could drop down dabi, hawks, deku, shoto, bakugo, any food wars character gifs then mun would appreciate it or atleast have a nicer day.",12,0,8,1.5,0
food wars is amazing.,38,15,301,0.120253165,1
at some point i would live to have food wars parties where we watch an episode and then try to copy the recipe in the episode,10,0,17,0.588235294,1
i'm sorry- five second into food wars and a girls already getting off on eating rice i'm-,21,6,649,0.032061069,1
"my wife and i have been watching food wars anime, and it's the perfect amount of ridiculous to bring a smile to the end of our days.",31,12,614,0.049520767,1
ok after i finish food wars i'm gonna start reading manga more seriously so which one should i read first,14,3,16,0.736842105,1
mintaa review kalian tentang anime noragami dong guyss!! -anf,33,2,11,2.538461538,0
have any of you watched noragami because haha noragami au,43,4,1057,0.040527804,1
"-anf let's be friends! just leave a simple hi/anything if u don't mind i'm hyping manga too
ps. aot, bb, bsd, noragami, jjk, mha, kny, hxh stan take ur freepass",66,1,17,3.666666667,0
anf! jadi gais noragami s3 when..,17,6,7,1.307692308,0
"it is my birthday, send me your favorite noragami characters being a family pics please and thanks",15,0,7,2.142857143,0
rate anime noragami dong -anf,32,1,1,16,0
"-anifess mutualan yuk! drop anything, i'll hit u up.
mtp, bsd, noragami, & owari no seraph stan, claim ur freepass",24,0,2,12,0
nobody ever really talks about noragami huh lmao,10,0,7,1.428571429,0
assisto noragami ou bungou stray dogs,27,1,1,13.5,0
"tied for 19th place (videos in thread) with 13 votes (0.3%)
noragami: op1 (actual sorry) goya no machiawasw
re:zero: op2 starting life in another world",26,0,0,26,0
noragami or soul eater,18,0,8,2.25,0
nah why do i feel like noragami is lowkey angst.. im scared,14,3,32,0.4,1
not being bias or anything but istg noragami fans are the softest ones here in anitwt like i haven't seen a single thirst tweet about yato coz we all respect god,16,41,219,0.061538462,1
who is ur ouran high school host club kin,11,1,5,1.833333333,0
"omg what is a good anime don't say monogatari
or i guess opm or ninja scroll or evangelion or vhd or mob psycho or watamote or ouran high school host club or the devil is a part timer or samurai shamploo or ghibli
okay i forgot i was gonna watch porco rosso and lain
ty",19,0,10,1.9,0
ouran high school host club is kinda boring so far wtf,23,1,2,7.666666667,0
i have an ouran high school host club harui/kyoya arranged marriage fic in my brain that hasn't left me alone for like literally five years,22,6,103,0.201834862,1
me binge(re)-watching anime is making me want to write stories about day6xoc as kaichou wa maid-sama or ouran high school host club,13,3,75,0.166666667,1
i dare u to rec me an anime better than ouran high school host club,47,1,23,1.958333333,0
ouran high school host club will get a second season ouran high school host club will get a second season kiss kiss fucking yes,825,159000,282000,0.001870748,1
how the fuck do you go about your life knowing you haven't watched ouran high school host club,44,1907,3650,0.007917941,1
i'm on the last episode of the ouran high school host club and im so sad bc i know its the end we need a season two for goodness sakes,19,45,329,0.050802139,1
"i caught covid while taking care of my son who caught it at school. i've now had it for 12 days, which means i'll be voice matched in the following shows:
classroom of the elite
sing yesterday for me
couple of cuckoos
please be kind to those holding the fort for me!",124,30,620,0.190769231,1
trying to watch classroom of the elite for a potential roast but boy it's hard to get through,67,17,1105,0.059714795,1
"aot or jjk
assination classroom or classroom of the elite
-anf",30,4,5,3.333333333,0
classroom of the elite season 2lesssgoooo nontonnnn,59,36,3093,0.018855864,1
"okay.... ngl classroom of the elite is fire
love the light novel so far",26,40,783,0.031591738,1
"*jpf saranin anime yang mcnya jenius dong. selain banana fish, classroom of the elite.",25,2,6,3.125,0
should i drop classroom of the elite ://,15,0,11,1.363636364,0
naruto yeager from death parade is my fav manga character,41,54,392,0.091928251,1
"all of my friends are getting married and having kids, while i'm over here drinking beer deciding which anime i should start after i rewatch bsd and death parade.",12,3,48,0.235294118,1
"did anyone see the anime ""death parade"" and if so how much did u cry",12,1,23,0.5,1
hey do yall watch death parade,10,0,9,1.111111111,1
"from my source (member of the byu board)
""we didn't get into the big12 to eliminate sports""
case closed
#byufootball",15,6,134,0.107142857,1
afrogonia is the best restaurant in lusaka. case closed.,13,48,159,0.062801932,1
the unfinished story of courageous benazir bhutto from attack to assassination. on this very day attempt was made on her life in which 150 ppp workers were killed. though she had named some but they were never questioned and the case closed as 'blind case.' will it be reopen.,40,71,445,0.07751938,1
case closed ya teman teman.,18,0,4,4.5,0
"tulsi gabbard voted for impeachment, not once, but twice... case closed",517,2408,6196,0.060088331,1
"i spoke to @iambroots @thecryptomando @crobot01 just now.
i had some major confusion on the $pom deal.
i think it's fair to say i am on board with the deal these guys have worked so hard for our shared loved $cult.
case closed. we are gonna win this one as a team.",51,76,241,0.160883281,1
plot twist: @garygensler is actually a good guy and on @ripple's side. he's just letting the sideshow continue knowing full well he won't appeal the decision that #xrp is not a security. case closed.,53,18,245,0.201520913,1
"this isn't complicated.
if president trump thinks something doesn't need to be classified, then it doesn't need to be classified.
period. case closed. end of discussion.",1582,570,2784,0.471675611,1
"am tired of buildings relationship
i'll just look for uncompleted one, roof it and pack my things inside shikenan
case closed",39,30,146,0.221590909,1
"sussmann worked for the clinton campaign.
but when he took the made-up info about trump to the fbi, he said he wasn't doing work for any client.
he lied.
case closed.",1018,2817,13000,0.06436113,1
"no appeal, no retest, no ratio test to prove i'm telling the truth, no exceptions, nothing. case closed. dfcs is a piece of shit (it is not my case worker's fault).",9,0,7,1.285714286,0
men are no longer persuasive once they ask you out and you say no..... case closed,18,15,79,0.191489362,1
"omoooo they said sylvester died a natural death, no foul play. case closed. nigeria isn't a real place.",163,2301,4017,0.025799304,1
the world should know @martin_rini just agreed with me that wendy's is better than chick fil a. case closed. thank you.,23,0,9,2.555555556,0
ghislane guilty. case closed!,26,12,307,0.081504702,1
cristiano ronaldo has spoiled our betsmessi will never do this. i hereby declare messi as the goat. case closed.,26,163,1484,0.015786278,1
"berijiklian: ""i need to go chill out, you've stressed me out now.""
maguire: ""as long as you throw money at wagga.""
berijiklian: ""i will throw money at wagga. lots of it.""
that's a wrap folks. case closed.
#auspol #icac",67,413,2059,0.02710356,1
"marvel ki fans vuntaru ,
dc ki matram only cults vuntaru simple case closed.",9,2,4,1.5,0
"her boyfriend murdered her.
case closed.",18,22,355,0.047745358,1
"""[the nih] has not ever and does not now fund gain of function research in the wuhan institute of virologyi have not lied before congress. i have never lied. certainly not before congress. case closed."" anthony fauci, july 20, 2021",52,132,289,0.123515439,1
"my mum annoyed me and we were talking on speaker, she now said ""sorry"". i responded with ""it's not a matter of sorry."", madam funmi interjected ""that's my grandma and your mama, she already said sorry"" so case closed, i guess",21,43,156,0.105527638,1
"fuck cenk and ana
case closed
period
move on",21,37,348,0.054545455,1
math is a very fun subject. case closed,10,0,6,1.666666667,0
"murder
case closed.
9 minutes and 29 seconds",16,78,647,0.022068966,1
been unable to contact @metpoliceuk all day. my boyfriend and i were assaulted by a car driver yesterday. there is video evidence. police interviewed us + perps at the scene. yet i was emailed today to say case closed as 'perpetrator can't be identified'. i don't understand...,51,60,239,0.170568562,1
"only really good players left in t3 if u disagree i don't care just my opinion
wittloc
done case closed",9,0,52,0.173076923,1
the last three days the #xrp community has proven that $xrp is not affiliated with ripple the company! case closed!,91,80,872,0.095588235,1
"trump says: ""we will be back in some form."" (hopefully, it's not human form.) people should not read anything ominous into it. remember, he says things open-ended reflexively, has to leave an opening, because he cannot acquiesce to truth that for him, having power is case closed.",24,43,383,0.056338028,1
"any take that paints the adam eaton trade as anything but a win for the nationals is horseshit. folks. they won the goddamn world series, and he was integral. case closed.",18,19,288,0.058631922,1
"good thing #giants gm dave gettleman traded for leonard williams.
case closed.
sometimes it pays to let things play out....maybe just a little. remember that.",18,9,144,0.117647059,1
dragon ball es nefasto,36,5,10,2.4,0
"got genuinely surprised by dbs superhero, it definitely feels like the best of both worlds of the humor of early dragon ball and the fights of z and super",9,10,261,0.033210332,1
you are getting beast gohan right now if you summon,108,105,1214,0.081880212,1
"actual news - the next dragon ball weekly anime is currently slated to be announced in late november/early december 2022.
multiple sources have confirmed to me that they are currently in the planning stages of the announcement.",117,899,3936,0.024198552,1
/ alright now someone else debate me so i can fold them with dragon ball concepts they aren't aware of and why they beat their fav.,16,6,7,1.230769231,0
honestly season 6 of my hero academia has been back to back greatness. its nice to see many elements from the manga being surpassed by the anime.,17,60,1058,0.015205725,1
my hero academia is so ass brah,235,367,8981,0.025139067,1
"it's shameful that dragon ball, naruto and my hero academia all start decades apart from each other but end up writing women the same way.",60,86,432,0.115830116,1
the boys is my hero academia done right,47,40,227,0.176029963,1
my hero academia is not a good anime stop pushing this agenda,83,128,2067,0.037813212,1
my hero academia's anime fell off the face of the earth,15,2,76,0.192307692,1
"i do not care what y'all have to say
i do not care if it is basically or generic or even objectively bad
i do not care if i'ma be bullied for this
i'm coming out
i like my hero academia",29,2,21,1.260869565,0
"my hero academia is the best piece of fiction i have witnessed i need all of you on it fr
my hero academia > one piece",23,3,16,1.210526316,0
the my hero academia manga returns this week!,66,554,4689,0.012588213,1
"unpopular opinion:
hunter x hunter is better than my hero academia",37,19,187,0.17961165,1
with the latest break for my hero academia that will be 3 breaks in 6 issues.,33,151,2220,0.013918178,1
"my hero academia was the most sold manga in usa in 2021. it's followed closely by kimetsu and shingeki, and then jujutsu kaisen and chainsawman. it's curious how one piece is just place 16.",68,398,3322,0.01827957,1
"my hero academia chapter 349
title: ""battle flame""
#mhaspoilers #mha349",41,335,2873,0.012780549,1
this trully was my hero academia,17,2,2,4.25,0
i'll pick up a textbook before i pick up the my hero academia manga,15,8,56,0.234375,1
i'm in the theater rn to see the new my hero academia movie :))),14,0,111,0.126126126,1
my hero academia is so good when you don't have people in your ear calling it mid,113,1643,108000,0.001030618,1
"so i just started watching my hero academia for the first time...ever
it's freakin amazing!!! i'm obsessed and if you need me, i'll just be binging this entire series #myheroacademia",50,36,745,0.064020487,1
my hero academia. what do y'all think of this show,20,1,5,3.333333333,0
black clover is more enjoyable than my hero academia in my opinion,24,18,187,0.117073171,1
my hero academia season 5 simuldub finale is tomorrow pass it on.,86,664,8016,0.009907834,1
my thoughts are with the bi community who's had to suffer mineta my hero academia and now share their day of visibility with chris pratt mario,32,1608,5831,0.004301653,1
my hero academia will be taking an unplanned break in shonen jump issue 41.,31,191,1300,0.020791415,1
finished my hero academia (whatever is available on netflix). bless the soul who suggested the anime! loved it! more please! xo,41,4,274,0.147482014,1
i'm so frustrated with the my hero academia anime at this point.,89,206,2483,0.033097806,1
"hey all! it's been an while but i'm looking for some my hero academia artists to draw my oc and deku as i'm going through a phase xd. i l would love to have some fanart of them
lemme know ur info and prices below~",66,3,49,1.269230769,0
"one piece
death note
attack on titan
my hero academia",24,4,22,0.923076923,1
my hero academia will receive 3 consecutive color pages starting weekly shonen jump issue #32.,35,345,2536,0.01214856,1
"my hero academia will be on break in wsj #31, series will return in #32. so chapter 319 will be released on 11th july.",68,570,4842,0.012564671,1
mannnn this season of my hero academia is the worst. how yall go from such a great last season to...this,10,10,49,0.169491525,1
my hero academia font v1,24,0,0,24,0
thinkin bout starting my hero academia,13,0,28,0.464285714,1
my hero academia is,28,0,21,1.333333333,0
the overlord has one more day off. i feel so empty and dark inside after 2 day of her being home.,15,1,37,0.394736842,1
"when elmo becomes our new twitter overlord i hope he'll introduce a ""troll watch"" setting where you can still see your trolls but your readers won't engage as if they're some kind of good faith interlocutors.",20,34,335,0.054200542,1
"once again i see people referring to ""broadway"" as if he is a ruthless overlord sitting in his mighty throne who singlehandedly chooses what to produce and what not to produce",15,39,523,0.026690391,1
been a crazy week in lemuria. now it's time to rebuild and move forward. we need to be better than we were yesterday @overlord_xyz,14,14,78,0.152173913,1
"hey new nafo people
no one, yep no one pisses on @kama_kamilia
he is our overlord",68,58,739,0.08531995,1
"the abk drama has largely gone off rails with journalists, youtube clout chasers, & msft defense force comparing 3rd party deals to 70 billion dollar mergers & screeching government bias, but a few things i found interesting.",30,115,349,0.064655172,1
"i need more @overlord_xyz , feeling a bit underexposed",12,15,81,0.125,1
ice cream weather @creepz_overlord,15,16,93,0.137614679,1
"raise a finger to our new repulsive overlord
#elongetsthebird",21,49,226,0.076363636,1
"if trump returns to twitter, his overlord will be an actual billionaire.",22,17,232,0.088353414,1
"just found out there's a job above principal designer.
it's called distinguished designer.
maybe above that is design magistrate. sovereign ruler of design. graphic overlord.",19,15,299,0.060509554,1
i for one welcome our new twitter overlord. also -- it's a cookbook!,14,5,59,0.21875,1
b to the l to the e,66,82,382,0.142241379,1
"jacob rees mogg really treats the british population as a feudal overlord would have treated his peasants. he's not interested because you're not important, while he clearly is.",79,473,2465,0.02688904,1
"season 2 loading..
we have a tremendous amount of new things coming up but the one thing we're extremely proud of is our incredible creative community!
show us your best meme/artwork/promo you did for the creepz and get your content ready for season 2!
we're going id !",59,165,472,0.092621664,1
"this is the overlord speaking.
i took over!
the sacrifice has started in discord",22,73,307,0.057894737,1
"the ice inside our veins will never bleed. - the overlord
lagmi",17,71,334,0.041975309,1
"anyone curious about what drives creepz forward.. head to the discord now and say hi.
community first.",61,176,635,0.075215783,1
"friends !!! i need y'all, i look for a graphist/designer to do a logo, if you can provide me contacts, i'd really thank you ;)",31,2,19,1.476190476,0
i urge s.c @philip_murgor to not accept a money settlement in the ndichu's case no matter how much is offered. somebody needs to show rich people that they cannot always buy their way out of the consequences of their actions! go for a conviction.,36,81,496,0.062391681,1
overlord starting now on @channel4. this movie slaps.,10,2,99,0.099009901,1
"i know it's been a while since we've last seen each other, my darling dracult. but fear not! your supreme overlord will be returning shortly with a brand new look that's simply to die for
keep your blood nice and warm for me and i'll be back to drain your veins soon.",17,7,288,0.057627119,1
"nick saban was the overlord of dolphins football when he was here.
he was ""allowed"" to do whatever he wanted.
the decision to go with culpepper over brees was his and his alone.
enough revisionist history.",16,31,212,0.065843621,1
"as of now, 11:55am on sunday 6th of june there is no tweet from @uklabour remembering or thanking all of those people for taking part in operation overlord and their sacrifice.
just more miserable, negative messages and attacks.",16,78,218,0.054054054,1
"game day and i have an important announcement to make :
if we don't get first place in playoffs, i'm going bald.
please dont make me go bald like @recmeisterwr
[also if you haven't already, make sure to follow @recmeisterwr , he's our coach and he's our supreme bald overlord]",12,8,20,0.428571429,1
"i've handed in my notice. it's done. time for a new adventure away from the overlord gavlar. love teaching, adore the kids and team but soooo tired. have put so much in i need to get out b4 i burn out. love n luck to all the fantastic educators out there. after july, i'm off.",139,79,2574,0.052393517,1
50% off pe bhi kch khareedo to ammi ko mazeed 50% off kr k rate btaana parta hai,16,58,416,0.033755274,1
call it what you want but zardari is the smartest politician this country has ever produced. unfortunately he used all his brains towards building his ill-gotten wealth.,17,24,251,0.061818182,1
"anyone calling the protestors at the capitol today, ""terrorists"" should turn in their pitchfork now and report to your overlord immediately for service. our country was founded by rebels who had to become terrorists to make it happen. we need to unite with these people.",492,263,27,1.696551724,0
"ik this is controversial but i'm sensible enough to say ygs case ended good and i'm happy for him. while we always blame him for everything (clearly forgetting he's not the overlord we made him out to be at yge), i still never wanted this. he built a home for many reject artists,",25,410,1556,0.012716175,1
i am giving you all the task of finding the most ridiculous picture on the internet of your favourite breed of dog and send it in the replies because i am your overlord now and require happiness,10,1,7,1.25,0
"i see a lot of people struggling for *power* in this fandom, one person thinks their better then the other. so i have decided to end all of your troubles and declare myself supreme overlord and ruler. your welcome",19,3,71,0.256756757,1
khud poore poore lectures kisi aur course ya bahar ki university k teacher se uthaatay hain aur students k liye likhtay hain plagiarism will not be tolerated. wah bhae wah,20,110,487,0.033500838,1
"i don't know why everyone talks like the dm is the evil, vindictive overlord of the story, when in reality the players are the ones with the power to bring the whole facade crumbling down simply by asking for a random npc's last name",28,505,1532,0.013745704,1
the 'uk' will soon cease to exist- the 'union' is over. soon scotland will vote yes and a new arrangement on these islands will come about; one where england does not craftily get away with behaving as overlord but as an independent nation amongst independent nations.,16,172,605,0.020592021,1
when you see some punk ass kid type 'hail satin' and he's completely unaware he's worshiping some fashion god and not some evil overlord.,16,8,152,0.1,1
twitter has become very toxic. no more healthy debates and interesting discussions anymore. all it has now are wannabes criticizing and abusing others and doing personal attacks for attention and like minded people appreciating them for it.,13,100,394,0.026315789,1
black clover good af when u dont got a bitch in ur ear telling u it's not,31,62,883,0.032804233,1
black clover leakers try not to be problematic challenge,25,7,249,0.09765625,1
black clover will be on break next week in weekly shonen jump issue #43. series will resume in issue #44 as scheduled.,33,110,1241,0.024426351,1
any black clover fans,12,0,10,1.2,1
black clover.,26,18,153,0.152046784,1
"why did they stop the trope of playing the op during a climatic fight in shonen
black clover was the last time i remember that happening",37,72,1182,0.029505582,1
it's crazy how seinen mcs cannot be surpassed by shonen mcs. seinen just offers way better storylines and characters than shonen ever could. meatheads need to realize that seinen will always have better writing. series like black clover and naruto will never compare.,31,10,57,0.462686567,1
not gonna lie that one week without black clover felt longer than half of the 3 month hiatus,21,47,610,0.03196347,1
black clover is mid.,17,0,5,3.4,0
who's more obsessed with black clover,35,12,213,0.155555556,1
black clover inspirado en berserk xdddddddddddddddddddddddddddddddddddddddddddddd,45,28,139,0.269461078,1
"if we're being honest, the shonen demographic produces worse quality manga than the seinen demographic. black clover and naruto will never reach the intellectual peaks that a series like berserk can. all these meatheads need to read objectively better works like seinen tbh.",23,1,39,0.575,1
i miss black clover so much,35,269,1915,0.016025641,1
the black clover anime is horrible compared to the manga bro wtf,19,11,57,0.279411765,1
can't believe i'm actually excited for the black clover movie,18,0,14,1.285714286,0
i'm so glad i started black clover before joining anitwt,20,22,218,0.083333333,1
hot take but i think kaguya love is war has the best opening in the new gen and not black clover or demon slayer,16,3,45,0.333333333,1
"jump really has felt empty without black clover. like or hate the series, the weekly buzz & discourse the series created always brought something to the table.",26,65,381,0.058295964,1
i need more black clover episodes,33,66,571,0.051805338,1
how long do you guys think the last arc of black clover will be,50,19,239,0.19379845,1
one piece and black clover entering their final arcs/sagas damn,25,151,1342,0.016744809,1
"name me a better anime than black clover..
i'm waiting",87,6,48,1.611111111,0
daily reminder that black clover is peak fiction,53,81,585,0.07957958,1
black clover is nothing special stop setting the series up. its literally a copy of all major shonen with a different story.,158,404,1186,0.099371069,1
black clover is such an underrated anime,28,17,243,0.107692308,1
someone make black clover gc and add me,17,4,57,0.278688525,1
the black clover fandom went down hill when people started calling rogue the hive leader,37,44,683,0.050894085,1
still thinking about that black clover chapter,30,89,1214,0.023023791,1
people love talking shit while their favorite anime/manga be black clover bleach or re zero,37,34,103,0.270072993,1
"who tf watches black clover and says ""i hate yami""",48,44,337,0.125984252,1
what made yall start black clover,93,58,134,0.484375,1
"*bc mencari mutual black clover untuk hype bareng!! pls leave a trace bellow if u interested and i'll hit you up yaa:) (just a heads up that im not spoiler free and above 18!!)
fav chara ku mbak charlotte dan mas vangeance hihi",18,2,4,3,0
trims atas spoiler black clover hari ini,15,0,0,15,0
"mau nonton black clover, coba review dong guys
ani!",113,18,55,1.547945205,0
now reading/watching black clover isnt the same anymore as it was,12,0,4,3,0
"black clover, jujutsu kaisen, and chainsaw man are carrying new gen manga #bcspoilers",25,18,145,0.153374233,1
#bcspoilers they're planning for black clover to resume publication in about 3 months but this isn't fixed yet. tabata is taking this break so he can rest & plan the final saga out.,117,443,2392,0.041269841,1
time to see who's a black clover fan again.,52,68,885,0.054564533,1
"i be slandering black clover but i don't even hate the series, it's y'alls fault for expecting too much from it
black clover is never gonna be anything special, its just dumb fun with solid main cast",61,107,1492,0.038148843,1
black clover haters will put more effort into a series that they don't like than into getting an actual life outside of twitter,49,87,1015,0.04446461,1
it's always the people with tokyo revenger and black clover profile pics that have the most to say,25,25,324,0.071633238,1
"one piece black clover
not killing off characters",71,168,1211,0.051486584,1
i am dropping black clover this shit is fucking ass lmao,29,39,252,0.099656357,1
so i read the black clover chapter and honestly.... people are overreacting imo,84,153,1796,0.043099025,1
might have to start reading the black clover manga they takin too long,12,0,12,1,1
way too many tabata nut huggers on here yo. calling ppl fake fans anytime y'all see any criticism towards black clover.,38,45,481,0.072243346,1
yang bisa layout req anime (esp black clover) drop catalog #zonauang,19,2,1,6.333333333,0
wow how surprising! a black clover character pulls a new power out their ass against the big bad! who could've seen this coming!,24,19,130,0.161073826,1
"black clover 7th anniversary
thanks to everyone for your support
the turbulent story continues on surpass limits
from now on, we look forward to your continual support!
#blackclover7th",29,332,1675,0.014449427,1
ahhhhh fuck i miss black clover,14,204,1059,0.011084719,1
if yall want good gojohime just go to black clover and ship yamichar or nacht & yami cuz those are actually good and have deep bonds and canon moments of care towards each other,1,1,8,0.111111111,1
"-anf selamat sore, here i'm trying my luck to have more friends on my dusty timeline, aku suka aot, jjk, black clover dan haikyuu. semua fandom is allowed, but no minor and no homophobes ya! thank you!",18,0,10,1.8,0
it's fun to see fandoms argue while i know that black clover is the best piece of fiction ever created in human history,45,16,132,0.304054054,1
"""11 inch black bull"" he wasn't talking about black clover",7,1,4,1.4,0
i have this rlly dumb idea for valentine's day but it's basically like a lot of artists collab with their favourite black clover oc ship,21,9,129,0.152173913,1
"guess my favoutrite character from black clover and you win a random godly (2 winners only)
hint :: its not yuno
goodluck!",31,2,2,7.75,0
kangen black clover,9,4,2,1.5,0
hold up black clover kind of nice,46,50,895,0.048677249,1
"[wrong answers only]
guess my fav chara from black clover",8,0,0,8,0
"i've started watching black clover, it only took about 35 episodes but something's actually starting to happen!",40,16,2117,0.01875293,1
when angels show up in black clover i want to see some overpowered mages with angel unionwith cloud magic as well can't forget that,26,35,501,0.048507463,1
"people really out here comparing black clover and naruto, bro just enjoy the shows not everything has to be a competition",37,14,137,0.245033113,1
is black clover worth starting,13,0,9,1.444444444,0
mending lanjut hq s3 atau black clover,10,0,0,10,0
anf! ayo rate black clover,99,15,9,4.125,0
there's a nigga in my class wearing a black clover hoodie i'm sick,15,0,120,0.125,1
"-anf mutualan yukk, rep with ur carrd
one piece, black clover sm hq stan freepass
sender pake ava luffy see u!",14,0,3,4.666666667,0
black clover having a movie announced the same time as the other series and immediately being forgotten about is actuslly sad man,14,3,112,0.12173913,1
guys nonton black clover y/n,91,10,2,7.583333333,0
black clover is fire when u ain't got a bitch in ya ear telling you it's nasty,29,125,768,0.032474804,1
"-anf
all fandom mutualan yu, black clover and re-main stan get freepass. drop a simple 'hi' nnti aku follow, sankyu!",40,0,12,3.333333333,0
boruto and black clover been looking so good lately might have to catch up on those,21,10,177,0.112299465,1
"jujutsu kaisen does nothing better than black clover sadly, y'all need to accept that fact",38,139,255,0.096446701,1
"im gonna be honest, i'm gonna start black clover and when i do its gonna be because of that big titty dilf i keep seeing he is so fine",12,1,34,0.342857143,1
"watching harry potter rn, definitely clear of fairy tail and black clover as a magic series",10,1,22,0.434782609,1
"you can dislike black clover but you have absolutely no rights to insult or wish tabata to stay unhealthy for him to keep black clover on hiatus, keep your disgusting thoughts to yourself and learn to be respectful towards mangakas",15,107,522,0.023847377,1
defending black clover on the internet is not enough i need a gun,19,74,375,0.042316258,1
"god please, black clover new season",53,204,1543,0.030337722,1
is yuno in your top 5 black clover character.,43,5,75,0.5375,1
i miss black clover,49,299,1371,0.029341317,1
black clover berapa eps,14,0,0,14,0
black clover is so goated idc what y'all say,41,165,993,0.035405872,1
these terrible black clover takes just inspired a video. i might be petty and air out some tweets in the video.,19,9,231,0.079166667,1
"just started ""black clover"" and man , i'm already looking for the ""sister lilly"" to my ""asta""",21,2,124,0.166666667,1
-aniask drop ur fav character in black clover!,29,4,1,5.8,0
do you guys like komi can't communicate,19,1,13,1.357142857,0
durarara been out for 11 years and y'all still sleeping on it.,20,75,193,0.074626866,1
durarara doesn't get enough love or respect around here tbh,19,22,104,0.150793651,1
i watched the first episode of durarara and idk what's going on but i'm very intrigued about the man throwing the vending machines he is hot,9,0,21,0.428571429,1
durarara! hits different on rewatch when you know every va so you know how impressive the casting is from experience.,9,4,55,0.152542373,1
vtubers but in the durarara trust ending formation,11,0,37,0.297297297,1
"*jpf yo, if you're reading this be my friend plz, i'm lonely some of my favorite animes are bsd, haikyuu, noragami, durarara, naruto, and kekkai sensen",42,0,3,14,0
"fuck it drop your favorite anime of all time mine is tatami galaxy, hyouka, and durarara",12,0,4,3,0
i finished hunter x hunter and fullmetal alchemist: brotherhood which anime should i watch next,20,0,19,1.052631579,1
all kindsa people in this world. even people who prefer the 2003 anime adaptation of fullmetal alchemist to fullmetal alchemist brotherhood,13,23,144,0.077844311,1
